"TC#","Section","Priority","Test Case","Steps","Expected Result","Status(PASS/FAIL/BLOCKED)","mock data","Cross-Module Link","Settings need to set before entering to the module","Actual Result(What happened)","Console Error(Copy-paste red text)","Screenshot(Y/N)","Notes","Journey Scenario","Why This Exists","Test Type","Role/Login","Supabase Verify","Playwright Spec","Defect ID"
"TC-P4E-005","4E Consultation Workspace","P2","Every clinical tab is present in the workspace","1) Register a walk-in for PT-QA-0001 at /opd 2) Start the consultation 3) Read the tab strip","Complaint, Vitals, Examination, Rx & Orders, Plan & Advice and History tabs are all present.","","PT-QA-0001 Ramesh Kumar","","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","Anything the doctor cannot reach inside the workspace gets written on paper instead, and the electronic record is incomplete from the first day of go-live.","Positive","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-006","4E Consultation Workspace","P1","The chief complaint is saved to the encounter","1) Register a walk-in for PT-QA-0001 at /opd and start the consultation 2) Open the Complaint tab 3) Enter the chief complaint and history from phase4.consultation 4) Click ""✓ Complete""","opd_encounters.chief_complaint holds the text that was typed.","","phase4.consultation — Dry cough and low-grade fever for 7 days","MRD","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","A visit record with no reason for attendance cannot be coded, cannot be claimed and fails a NABH file review, and it is the first thing the next clinician reads.","Positive","hospital_admin (Hospital A)","opd_encounters where hospital_id = A and patient_id = (PT-QA-0001) → chief_complaint contains the entered text","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-007","4E Consultation Workspace","P2","The history of present illness is saved to the encounter","1) Start a consultation for PT-QA-0001 at /opd 2) Enter the chief complaint and the history of present illness from phase4.consultation 3) Complete the consultation","opd_encounters.history_of_present_illness is populated.","","phase4.consultation.historyOfPresentIllness","MRD","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","The HPI is the narrative that tells the next clinician why the patient came in, and re-taking it wastes the one resource a busy OPD has least of.","Positive","hospital_admin (Hospital A)","opd_encounters where hospital_id = A and patient_id = (PT-QA-0001) → history_of_present_illness is not null","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-008","4E Consultation Workspace","P2","A consultation completed with no chief complaint is recorded as such","1) Register a walk-in for PT-QA-0001 at /opd and start the consultation 2) Enter nothing in the Complaint tab 3) Click ""✓ Complete"" 4) Read opd_encounters.chief_complaint","CURRENT APP BEHAVIOUR: the encounter finalises with an empty chief_complaint — there is no required-field gate.","","None","MRD","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","An encounter with no documented reason for attendance is unbillable to any payer and indefensible at a medico-legal review, so the gap needs to be recorded rather than assumed absent.","Negative","hospital_admin (Hospital A)","opd_encounters where hospital_id = A and patient_id = (PT-QA-0001) → chief_complaint is empty or null","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-009","4E Consultation Workspace","P1","Normal vitals are saved into the encounter vitals JSON","1) Start a consultation for PT-QA-0001 at /opd 2) Open the Vitals tab 3) Enter BP 128/84, pulse 82, temperature 98.6, SpO2 98 4) Complete the consultation","opd_encounters.vitals holds bp_systolic 128 and spo2 98.","","Values used across many tests — Standard vitals BP 128/84, Pulse 82, Temp 98.6°F, SpO₂ 98%","Nursing, Analytics","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","Every downstream score — NEWS2, sepsis screening, paediatric dosing — reads this JSON, so unsaved vitals silently disable all of them at once.","Positive","hospital_admin (Hospital A)","opd_encounters where hospital_id = A and patient_id = (PT-QA-0001) → vitals->>bp_systolic = 128 and vitals->>spo2 = 98","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-010","4E Consultation Workspace","P1","A systolic BP above the alert threshold is flagged on screen","1) Start a consultation for PT-QA-0001 at /opd 2) Open the Vitals tab 3) Enter systolic 190 and diastolic 110 4) Look at the Blood Pressure card border","The BP card renders with the red alert border (systolic above 180).","","BP 190/110","","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","A hypertensive emergency that reads like an ordinary number is missed in a 200-patient OPD, and the visual alert is the only thing that makes it stand out.","Boundary","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-011","4E Consultation Workspace","P1","SpO2 below 95 is flagged as a red alert","1) Start a consultation for PT-QA-0001 at /opd 2) Open the Vitals tab 3) Enter SpO2 89 4) Look at the SpO2 card border","The SpO2 card renders with the red alert border.","","Values used across many tests — Abnormal vitals (sepsis) SpO₂ 89%","Emergency","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","Hypoxia is the most time-critical abnormal vital an OPD nurse will record, and an unflagged 89% reads as just another number on a busy screen.","Positive","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-012","4E Consultation Workspace","P2","SpO2 of exactly 95 is not treated as the red hypoxia band","1) Start a consultation for PT-QA-0001 at /opd 2) Open the Vitals tab 3) Enter SpO2 95 4) Check whether any card carries the red alert border","No red border is shown — the rule is ""below 95 is red, 95 to 97 amber"".","","SpO2 95","","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","An off-by-one here turns a borderline-normal reading into an emergency on every second patient, and alert fatigue is a documented clinical harm in its own right.","Boundary","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-013","4E Consultation Workspace","P2","A temperature above 100.4°F is flagged","1) Start a consultation for PT-QA-0001 at /opd 2) Open the Vitals tab 3) Enter temperature 103.2 4) Look at the Temperature card border","The Temperature card carries an amber or red alert border.","","Values used across many tests — Abnormal vitals (sepsis) Temp 103.2°F","","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","Pyrexia above 100.4°F is the threshold that triggers fever-panel investigation in most Indian protocols, so an unflagged reading delays the workup.","Boundary","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-014","4E Consultation Workspace","P2","BMI is computed and categorised from weight and height","1) Start a consultation for PT-QA-0001 at /opd 2) Open the Vitals tab 3) Enter weight 70 and height 170 4) Read the BMI panel","BMI shows 24.2 with the category ""Normal"".","","Weight 70 kg, Height 170 cm","Dietetics","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S09","Weight-based dosing and nutrition screening both begin from BMI, and a wrong figure propagates into every calculation that follows it.","Positive","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-015","4E Consultation Workspace","P2","Weight with no height produces no BMI rather than a wrong one","1) Start a consultation for PT-QA-0001 at /opd 2) Open the Vitals tab 3) Enter weight 70 and leave height blank 4) Look for the BMI panel","No BMI panel is rendered.","","Weight 70 kg, no height","Dietetics","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S09","A divide-by-zero result presented as a clinical number is worse than showing nothing, because a clinician has no way to tell it apart from a real measurement.","Boundary","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-016","4E Consultation Workspace","P2","Examination findings are saved to the encounter","1) Start a consultation for PT-QA-0001 at /opd 2) Open the Examination tab 3) Enter the examination text from phase4.consultation 4) Complete the consultation","opd_encounters.examination_notes is populated.","","phase4.consultation.examination","MRD","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","The examination note is the one part of the record that evidences the doctor physically examined the patient, which is exactly what a medico-legal review asks to see.","Positive","hospital_admin (Hospital A)","opd_encounters where hospital_id = A and patient_id = (PT-QA-0001) → examination_notes is not null","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-017","4E Consultation Workspace","P1","A diagnosis added in the Examination tab is stored on the encounter","1) Start a consultation for PT-QA-0001 at /opd 2) Open the Examination tab 3) Type the diagnosis from phase4.consultation into ""Diagnosis / impression..."" 4) Click ""Add Diagnosis"" 5) Complete the consultation","opd_encounters.diagnosis is populated.","","phase4.consultation.diagnosis — Acute upper respiratory tract infection","MRD, Billing, HMIS","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","Coding, the insurance claim, the discharge summary and the disease register all read the diagnosis field, so a lost value disables the whole downstream chain at once.","Positive","hospital_admin (Hospital A)","opd_encounters where hospital_id = A and patient_id = (PT-QA-0001) → diagnosis is not null","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-018","4E Consultation Workspace","P1","An ICD-10 code entered with the diagnosis is stored alongside it","1) Start a consultation for PT-QA-0001 at /opd 2) Open the Examination tab 3) Enter the diagnosis and ICD-10 code J06.9 4) Click ""Add Diagnosis"" 5) Complete the consultation","opd_encounters.icd10_code is populated.","","phase4.consultation.icd10Code — J06.9","HMIS, PMJAY, MRD","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","Government reporting through IHIP/HMIS, PMJAY package matching and the hospital's own morbidity statistics are all keyed on the ICD code rather than the free-text diagnosis.","Positive","hospital_admin (Hospital A)","opd_encounters where hospital_id = A and patient_id = (PT-QA-0001) → icd10_code is not null","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-019","4E Consultation Workspace","P2","Completing the consultation stamps consultation_end_at and closes the token","1) Start a consultation for PT-QA-0001 at /opd 2) Enter a chief complaint 3) Click ""✓ Complete"" 4) Read opd_tokens.status and consultation_end_at","status = 'completed' and consultation_end_at holds a timestamp.","","phase4.consultation.chiefComplaint","Analytics","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","Without an end timestamp the consultation duration the hospital reports is unbounded, and the token stays in the queue blocking the next patient from being called.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → status = completed and consultation_end_at is not null","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
